,BonusAmount,Trialid,action,design,difficulty,engagement,expTime,gambleDelay,gambleRT,gender,ignoreRT,indexOf,interest,length,outcomeRT,phase,response,standardGamble,status,template,templates,trialNumber,uniqueid,viewTime
348,,23.0,,,,,,3.8975634255392047,0.0,,1092.0,,,,441.0,,success,3,,,,87.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
349,,32.0,,,,,,4.0756175958812655,0.0,,1008.0,,,,370.0,,success,2,,,,88.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
350,,1.0,,,,,,0.0,0.0,,1008.0,,,,428.0,,success,1,,,,89.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
351,,4.0,,,,,,0.0,0.0,,1008.0,,,,532.0,,success,4,,,,90.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
352,,5.0,,,,,,4.114840924076481,0.0,,1023.0,,,,410.0,,success,5,,,,91.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
353,,34.0,,,,,,3.8699677220259043,0.0,,2710.0,,,,445.0,,success,4,,,,92.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
354,,2.0,,,,,,2.1470999296008655,0.0,,1399.0,,,,420.0,,success,2,,,,93.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
355,,6.0,,,,,,0.0,0.0,,1399.0,,,,450.0,,success,6,,,,94.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
356,,21.0,,,,,,3.9501046131089934,0.0,,1036.0,,,,398.0,,success,1,,,,95.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
357,,24.0,,,,,,6.425364524765278,0.0,,1650.0,,,,458.0,,success,4,,,,96.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
358,,31.0,,,,,,6.253449992771922,2902.0,,0.0,,,,0.0,,gamble,1,,,,97.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
359,,2.0,,,,,,3.919388233708195,0.0,,2341.0,,,,408.0,,success,2,,,,98.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
360,,26.0,,,,,,6.109454270214193,0.0,,1462.0,,,,517.0,,success,6,,,,99.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
361,,6.0,,,,,,6.203043020526465,0.0,,1104.0,,,,427.0,,success,6,,,,100.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
362,,36.0,,,,,,4.113740045735246,0.0,,1570.0,,,,313.0,,success,6,,,,101.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
363,,6.0,,,,,,0.0,0.0,,1570.0,,,,457.0,,success,6,,,,102.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
364,,4.0,,,,,,2.002052679065134,0.0,,1193.0,,,,433.0,,success,4,,,,103.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
365,,6.0,,,,,,1.971920780529821,0.0,,1192.0,,,,722.0,,success,6,,,,104.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
366,,21.0,,,,,,1.8500174673254255,0.0,,998.0,,,,499.0,,success,1,,,,105.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
367,,23.0,,,,,,6.287793724947617,0.0,,1084.0,,,,543.0,,success,3,,,,106.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
368,,36.0,,,,,,2.1456539805875505,0.0,,2737.0,,,,445.0,,success,6,,,,107.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
369,,32.0,,,,,,6.33874964004517,1640.0,,0.0,,,,0.0,,gamble,2,,,,108.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
370,,24.0,,,,,,6.75,0.0,,1270.0,,,,485.0,,success,4,,,,109.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
371,,31.0,,,,,,6.75,1802.0,,0.0,,,,0.0,,gamble,1,,,,110.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
372,,2.0,,,,,,6.75,0.0,,1644.0,,,,396.0,,success,2,,,,111.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
373,,3.0,,,,,,6.28512949805685,0.0,,2271.0,,,,373.0,,success,3,,,,112.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
374,,1.0,,,,,,3.994483374489738,0.0,,3865.0,,,,475.0,,success,1,,,,113.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
375,,5.0,,,,,,6.2138503316067215,0.0,,1326.0,,,,428.0,,success,5,,,,114.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
376,,33.0,,,,,,6.75,0.0,,2342.0,,,,431.0,,success,3,,,,115.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
377,,5.0,,,,,,0.0,0.0,,2342.0,,,,426.0,,success,5,,,,116.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
378,,33.0,,,,,,2.0143588896315263,0.0,,4021.0,,,,384.0,,success,3,,,,117.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
379,,35.0,,,,,,6.75,0.0,,1613.0,,,,428.0,,success,5,,,,118.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
380,,24.0,,,,,,6.231891304666601,0.0,,1394.0,,,,390.0,,success,4,,,,119.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
381,,3.0,,,,,,6.75,0.0,,725.0,,,,430.0,,success,3,,,,120.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
382,,4.0,,,,,,3.9877509622708662,0.0,,1505.0,,,,436.0,,success,4,,,,121.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
383,,6.0,,,,,,3.965896758687329,0.0,,348.0,,,,357.0,,success,6,,,,122.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
384,,25.0,,,,,,4.016576801124408,0.0,,585.0,,,,433.0,,success,5,,,,123.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
385,,86.0,,,,,,6.008758088601458,0.0,,634.0,,,,384.0,,success,6,,,,124.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
386,,5.0,,,,,,4.003313957179666,0.0,,56.0,,,,296.0,,success,5,,,,125.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
387,,6.0,,,,,,6.33715484704934,0.0,,179.0,,,,394.0,,success,6,,,,126.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
388,,23.0,,,,,,6.30978886566808,0.0,,301.0,,,,406.0,,success,3,,,,127.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
389,,2.0,,,,,,3.9912055050162616,0.0,,6.0,,,,0.0,,earlyFail,2,,,,128.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
390,,4.0,,,,,,0.0,0.0,,6.0,,,,0.0,,earlyFail,4,,,,129.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
391,,32.0,,,,,,6.75,1197.0,,0.0,,,,0.0,,gamble,2,,,,130.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
392,,25.0,,,,,,6.292887362307702,0.0,,926.0,,,,382.0,,success,5,,,,131.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
393,,75.0,,,,,,4.130008809953362,0.0,,1081.0,,,,482.0,,success,5,,,,132.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
394,,3.0,,,,,,1.843247888543394,0.0,,784.0,,,,562.0,,success,3,,,,133.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
395,,36.0,,,,,,6.126763359690549,0.0,,1127.0,,,,406.0,,success,6,,,,134.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
396,,21.0,,,,,,1.946339454610915,0.0,,1002.0,,,,216.0,,success,1,,,,135.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
397,,5.0,,,,,,0.0,0.0,,1002.0,,,,457.0,,success,5,,,,136.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
398,,2.0,,,,,,6.20755163416248,0.0,,788.0,,,,454.0,,success,2,,,,137.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
399,,35.0,,,,,,2.0369291944855075,0.0,,686.0,,,,364.0,,success,5,,,,138.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
400,,34.0,,,,,,6.75,0.0,,563.0,,,,388.0,,success,4,,,,139.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
401,,1.0,,,,,,0.0,0.0,,563.0,,,,461.0,,success,1,,,,140.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
402,,3.0,,,,,,0.0,0.0,,563.0,,,,265.0,,success,3,,,,141.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
403,,23.0,,,,,,2.024390151589771,0.0,,857.0,,,,384.0,,success,3,,,,142.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
404,,31.0,,,,,,1.8016578798527174,0.0,,946.0,,,,361.0,,success,1,,,,143.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
405,,1.0,,,,,,6.216087531620456,0.0,,1059.0,,,,248.0,,success,1,,,,144.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
406,,33.0,,,,,,3.8944039742306655,0.0,,509.0,,,,413.0,,success,3,,,,145.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
407,,24.0,,,,,,1.883933205417035,0.0,,1696.0,,,,369.0,,success,4,,,,146.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
408,,4.0,,,,,,4.0496060120639905,0.0,,1185.0,,,,399.0,,success,4,,,,147.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
409,,26.0,,,,,,4.107614917918253,0.0,,1063.0,,,,402.0,,success,6,,,,148.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
410,,1.0,,,,,,0.0,0.0,,1063.0,,,,0.0,,fail,1,,,,149.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
411,,5.0,,,,,,6.265534147498871,0.0,,913.0,,,,393.0,,success,5,,,,150.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
412,,31.0,,,,,,3.98592457927078,0.0,,738.0,,,,441.0,,success,1,,,,151.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
413,,36.0,,,,,,6.75,0.0,,1036.0,,,,333.0,,success,6,,,,152.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
414,,35.0,,,,,2315254.0,3.928905915344937,0.0,,579.0,,,,384.0,,success,5,,,,153.0,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
415,,,,,,,,,,,,,,,,postquestionnaire,,,begin,,,,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
416,2.0,,,,,,,,,,,,,,,postquestionnaire,,,submit,,,,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
417,,,,,,5,,,,,,,,,,,,,,,,,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
418,,,,,2,,,,,,,,,,,,,,,,,,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
419,,,,,,,,,,,,,,10,,,,,,,,,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
420,,,,4,,,,,,,,,,,,,,,,,,,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
421,,,,,,,,,,1,,,,,,,,,,,,,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
422,,,,,,,,,,,,,3,,,,,,,,,,A3BFMY5OX2WMUW:32UTUBMZ7GW8GWJJYX6UZRFI1SIBVU,
423,,,Begin,,,,,,,,,,,,,INSTRUCTIONS,,,,,"[u'instructions/instruct-1.html', u'instructions/instruct-2.html', u'instructions/instruct-3.html', u'instructions/instruct-ready.html']",,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
424,,,NextPage,,,,,,,,,0.0,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,1740.0
425,,,NextPage,,,,,,,,,1.0,,,,INSTRUCTIONS,,,,instructions/instruct-2.html,,,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,37477.0
426,,,NextPage,,,,,,,,,2.0,,,,INSTRUCTIONS,,,,instructions/instruct-3.html,,,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,6761.0
427,,,FinishInstructions,,,,,,,,,3.0,,,,INSTRUCTIONS,,,,instructions/instruct-ready.html,,,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,183289.0
428,,4.0,,,,,,3.937399977665961,2198.0,,0.0,,,,0.0,,gamble,4,,,,1.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
429,,21.0,,,,,,6.299990361894829,5544.0,,0.0,,,,0.0,,gamble,1,,,,2.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
430,,75.0,,,,,,1.8833117971512743,6340.0,,0.0,,,,0.0,,gamble,5,,,,3.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
431,,1.0,,,,,,6.75,0.0,,3536.0,,,,0.0,,earlyFail,1,,,,4.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
432,,32.0,,,,,,1.9340128119125584,1792.0,,0.0,,,,0.0,,gamble,2,,,,5.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
433,,22.0,,,,,,1.972214617293848,10223.0,,0.0,,,,0.0,,gamble,2,,,,6.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
434,,24.0,,,,,,2.0280498822458446,3860.0,,0.0,,,,0.0,,gamble,4,,,,7.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
435,,2.0,,,,,,3.98699495667862,1545.0,,0.0,,,,0.0,,gamble,2,,,,8.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
436,,32.0,,,,,,2.012494672145873,1765.0,,0.0,,,,0.0,,gamble,2,,,,9.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
437,,86.0,,,,,,6.75,6060.0,,0.0,,,,0.0,,gamble,6,,,,10.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
438,,3.0,,,,,,0.0,0.0,,0.0,,,,0.0,,fail,3,,,,11.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
439,,2.0,,,,,,6.75,2347.0,,0.0,,,,0.0,,gamble,2,,,,12.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
440,,26.0,,,,,,6.258074744942559,1298.0,,0.0,,,,0.0,,gamble,6,,,,13.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
441,,25.0,,,,,,4.084105897420472,4990.0,,0.0,,,,0.0,,gamble,5,,,,14.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
442,,2.0,,,,,,2.071196390685047,1484.0,,0.0,,,,0.0,,gamble,2,,,,15.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
443,,6.0,,,,,,4.067231470119276,2015.0,,0.0,,,,0.0,,gamble,6,,,,16.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
444,,32.0,,,,,,4.005883762707268,1499.0,,0.0,,,,0.0,,gamble,2,,,,17.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
445,,1.0,,,,,,0.0,0.0,,0.0,,,,0.0,,earlyFail,1,,,,18.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
446,,24.0,,,,,,3.9368512357232857,1112.0,,0.0,,,,0.0,,gamble,4,,,,19.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
447,,6.0,,,,,,0.0,0.0,,0.0,,,,0.0,,fail,6,,,,20.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
448,,21.0,,,,,,3.8574446002761293,1245.0,,0.0,,,,0.0,,gamble,1,,,,21.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
449,,4.0,,,,,,6.412914895557051,2533.0,,0.0,,,,0.0,,gamble,4,,,,22.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
450,,35.0,,,,,,4.030515067246659,2170.0,,0.0,,,,0.0,,gamble,5,,,,23.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
451,,34.0,,,,,,6.75,929.0,,0.0,,,,0.0,,gamble,4,,,,24.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
452,,25.0,,,,,,3.977927465903998,1379.0,,0.0,,,,0.0,,gamble,5,,,,25.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
453,,22.0,,,,,,6.230036591967764,625.0,,0.0,,,,0.0,,gamble,2,,,,26.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
454,,3.0,,,,,,6.75,2822.0,,0.0,,,,0.0,,gamble,3,,,,27.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
455,,86.0,,,,,,2.0672646977013573,1712.0,,0.0,,,,0.0,,gamble,6,,,,28.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
456,,25.0,,,,,,2.122652448340598,5376.0,,0.0,,,,0.0,,gamble,5,,,,29.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
457,,86.0,,,,,,5.916216335189654,1954.0,,0.0,,,,0.0,,gamble,6,,,,30.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
458,,36.0,,,,,,6.75,1284.0,,0.0,,,,0.0,,gamble,6,,,,31.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
459,,1.0,,,,,,0.0,0.0,,0.0,,,,0.0,,earlyFail,1,,,,32.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
460,,6.0,,,,,,2.019894814156718,0.0,,2706.0,,,,0.0,,earlyFail,6,,,,33.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
461,,23.0,,,,,,6.212955258462057,0.0,,3846.0,,,,0.0,,earlyFail,3,,,,34.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
462,,32.0,,,,,,6.135401671092529,1085.0,,0.0,,,,0.0,,gamble,2,,,,35.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
463,,36.0,,,,,,3.916743976249066,0.0,,906.0,,,,0.0,,earlyFail,6,,,,36.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
464,,2.0,,,,,,0.0,0.0,,906.0,,,,385.0,,success,2,,,,37.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
465,,26.0,,,,,,6.0402040202685505,1119.0,,0.0,,,,0.0,,gamble,6,,,,38.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
466,,23.0,,,,,,1.8881331268158956,0.0,,2274.0,,,,325.0,,success,3,,,,39.0,A27CNO4K5K6V5R:3WOKGM4L71GC6P7CZ5NRKIPREV3O0Y,
