,BonusAmount,Trialid,action,design,difficulty,engagement,expTime,gambleDelay,gambleRT,indexOf,length,outcomeRT,phase,response,standardGamble,status,template,templates,trialNumber,uniqueid,viewTime
497,,31.0,,,,,,1800.0332398947348,571.0,,,0.0,,gamble,1,,,,52.0,A2OJMQGSQBEKEQ:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
498,,3.0,,,,,,0.0,0.0,,,341.0,,success,3,,,,53.0,A2OJMQGSQBEKEQ:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
499,,1.0,,,,,,1800.2489329880314,755.0,,,0.0,,gamble,1,,,,54.0,A2OJMQGSQBEKEQ:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
500,,23.0,,,,,,1838.857102118456,0.0,,,0.0,,earlyFail,3,,,,55.0,A2OJMQGSQBEKEQ:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
501,,34.0,,,,,,6750.0,600.0,,,0.0,,gamble,4,,,,56.0,A2OJMQGSQBEKEQ:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
502,,3.0,,,,,,1843.9856955286286,844.0,,,0.0,,gamble,3,,,,57.0,A2OJMQGSQBEKEQ:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
503,,34.0,,,,,,1756.49598534546,761.0,,,0.0,,gamble,4,,,,58.0,A2OJMQGSQBEKEQ:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
504,,6.0,,,,,,0.0,0.0,,,278.0,,success,6,,,,59.0,A2OJMQGSQBEKEQ:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
505,,2.0,,,,,,0.0,0.0,,,387.0,,success,2,,,,60.0,A2OJMQGSQBEKEQ:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
506,,6.0,,,,,,0.0,0.0,,,406.0,,success,6,,,,61.0,A2OJMQGSQBEKEQ:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
507,,1.0,,,,,,6750.0,0.0,,,332.0,,success,1,,,,62.0,A2OJMQGSQBEKEQ:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
508,,31.0,,,,,,6632.034851396014,606.0,,,0.0,,gamble,1,,,,63.0,A2OJMQGSQBEKEQ:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
509,,6.0,,,,,,4380.017465430783,664.0,,,0.0,,gamble,6,,,,64.0,A2OJMQGSQBEKEQ:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
510,,3.0,,,,,,0.0,0.0,,,372.0,,success,3,,,,65.0,A2OJMQGSQBEKEQ:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
511,,22.0,,,,,,1695.9142773976635,645.0,,,0.0,,gamble,2,,,,66.0,A2OJMQGSQBEKEQ:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
512,,,Begin,,,,,,,,,,INSTRUCTIONS,,,,,"[u'instructions/instruct-1.html', u'instructions/instruct-2.html', u'instructions/instruct-3.html', u'instructions/instruct-ready.html']",,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
513,,,NextPage,,,,,,,0.0,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,15010.0
514,,,NextPage,,,,,,,1.0,,,INSTRUCTIONS,,,,instructions/instruct-2.html,,,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,55513.0
515,,,NextPage,,,,,,,2.0,,,INSTRUCTIONS,,,,instructions/instruct-3.html,,,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,153252.0
516,,,PrevPage,,,,,,,3.0,,,INSTRUCTIONS,,,,instructions/instruct-ready.html,,,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,37763.0
517,,,PrevPage,,,,,,,2.0,,,INSTRUCTIONS,,,,instructions/instruct-3.html,,,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,2916.0
518,,,NextPage,,,,,,,1.0,,,INSTRUCTIONS,,,,instructions/instruct-2.html,,,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,6919.0
519,,,NextPage,,,,,,,2.0,,,INSTRUCTIONS,,,,instructions/instruct-3.html,,,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,1586.0
520,,,PrevPage,,,,,,,3.0,,,INSTRUCTIONS,,,,instructions/instruct-ready.html,,,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,33692.0
521,,,NextPage,,,,,,,2.0,,,INSTRUCTIONS,,,,instructions/instruct-3.html,,,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,12166.0
522,,,FinishInstructions,,,,,,,3.0,,,INSTRUCTIONS,,,,instructions/instruct-ready.html,,,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,25511.0
523,,2.0,,,,,,4017.7642457891993,0.0,,,260.0,,success,2,,,,1.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
524,,32.0,,,,,,6750.0,805.0,,,0.0,,gamble,2,,,,2.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
525,,36.0,,,,,,6750.0,0.0,,,39.0,,success,6,,,,3.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
526,,6.0,,,,,,0.0,0.0,,,306.0,,success,6,,,,4.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
527,,31.0,,,,,,6705.702433594612,826.0,,,0.0,,gamble,1,,,,5.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
528,,25.0,,,,,,4383.059346290461,0.0,,,0.0,,earlyFail,5,,,,6.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
529,,2.0,,,,,,0.0,0.0,,,299.0,,success,2,,,,7.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
530,,3.0,,,,,,1732.754675965718,0.0,,,446.0,,success,3,,,,8.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
531,,2.0,,,,,,4294.093229079911,653.0,,,0.0,,gamble,2,,,,9.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
532,,2.0,,,,,,1614.4601223864615,485.0,,,0.0,,gamble,2,,,,10.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
533,,2.0,,,,,,1736.5210706241803,433.0,,,0.0,,gamble,2,,,,11.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
534,,24.0,,,,,,4326.7943121202825,0.0,,,306.0,,success,4,,,,12.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
535,,31.0,,,,,,4333.361701673372,658.0,,,0.0,,gamble,1,,,,13.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
536,,75.0,,,,,,1995.0040866410677,669.0,,,0.0,,gamble,5,,,,14.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
537,,3.0,,,,,,0.0,0.0,,,377.0,,success,3,,,,15.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
538,,4.0,,,,,,6750.0,0.0,,,298.0,,success,4,,,,16.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
539,,6.0,,,,,,4088.539315136849,0.0,,,289.0,,success,6,,,,17.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
540,,3.0,,,,,,0.0,0.0,,,328.0,,success,3,,,,18.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
541,,32.0,,,,,,1800.3096882877878,790.0,,,0.0,,gamble,2,,,,19.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
542,,2.0,,,,,,6750.0,911.0,,,0.0,,gamble,2,,,,20.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
543,,23.0,,,,,,4244.777657264306,0.0,,,382.0,,success,3,,,,21.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
544,,5.0,,,,,,6750.0,0.0,,,338.0,,success,5,,,,22.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
545,,1.0,,,,,,0.0,0.0,,,366.0,,success,1,,,,23.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
546,,36.0,,,,,,4385.735276712764,0.0,,,353.0,,success,6,,,,24.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
547,,1.0,,,,,,6750.0,832.0,,,0.0,,gamble,1,,,,25.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
548,,4.0,,,,,,0.0,0.0,,,306.0,,success,4,,,,26.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
549,,3.0,,,,,,4196.549640169341,485.0,,,0.0,,gamble,3,,,,27.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
550,,1.0,,,,,,0.0,0.0,,,367.0,,success,1,,,,28.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
551,,5.0,,,,,,1618.6436180768976,0.0,,,324.0,,success,5,,,,29.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
552,,5.0,,,,,,0.0,0.0,,,319.0,,success,5,,,,30.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
553,,22.0,,,,,,4162.2592394667545,0.0,,,322.0,,success,2,,,,31.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
554,,6.0,,,,,,6750.0,0.0,,,105.0,,success,6,,,,32.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
555,,86.0,,,,,,1975.4650501643814,0.0,,,351.0,,success,6,,,,33.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
556,,26.0,,,,,,1709.9993162347248,0.0,,,331.0,,success,6,,,,34.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
557,,1.0,,,,,,0.0,0.0,,,396.0,,success,1,,,,35.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
558,,5.0,,,,,,4261.77537636268,0.0,,,348.0,,success,5,,,,36.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
559,,2.0,,,,,,0.0,0.0,,,394.0,,success,2,,,,37.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
560,,5.0,,,,,,4199.955099818556,0.0,,,311.0,,success,5,,,,38.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
561,,4.0,,,,,,1688.948498701099,0.0,,,375.0,,success,4,,,,39.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
562,,33.0,,,,,,6741.694758263276,692.0,,,0.0,,gamble,3,,,,40.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
563,,3.0,,,,,,4154.0906022833005,680.0,,,0.0,,gamble,3,,,,41.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
564,,6.0,,,,,,1597.8820626561248,0.0,,,299.0,,success,6,,,,42.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
565,,6.0,,,,,,0.0,0.0,,,346.0,,success,6,,,,43.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
566,,26.0,,,,,,4184.87222592561,0.0,,,419.0,,success,6,,,,44.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
567,,6.0,,,,,,1816.3499655683602,0.0,,,332.0,,success,6,,,,45.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
568,,35.0,,,,,,6665.540195246887,767.0,,,0.0,,gamble,5,,,,46.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
569,,5.0,,,,,,1825.6455181133292,0.0,,,398.0,,success,5,,,,47.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
570,,3.0,,,,,,0.0,0.0,,,363.0,,success,3,,,,48.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
571,,34.0,,,,,,1844.5298251479162,846.0,,,0.0,,gamble,4,,,,49.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
572,,4.0,,,,,,1812.104398077112,0.0,,,370.0,,success,4,,,,50.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
573,,1.0,,,,,,4290.941680843435,700.0,,,0.0,,gamble,1,,,,51.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
574,,24.0,,,,,,6734.783844172267,0.0,,,392.0,,success,4,,,,52.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
575,,4.0,,,,,,6750.0,0.0,,,426.0,,success,4,,,,53.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
576,,3.0,,,,,,6750.0,461.0,,,0.0,,gamble,3,,,,54.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
577,,2.0,,,,,,4329.219916142754,743.0,,,0.0,,gamble,2,,,,55.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
578,,35.0,,,,,,4147.664993470603,740.0,,,0.0,,gamble,5,,,,56.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
579,,23.0,,,,,,6750.0,0.0,,,371.0,,success,3,,,,57.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
580,,36.0,,,,,,1836.5831452960642,604.0,,,0.0,,gamble,6,,,,58.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
581,,6.0,,,,,,6601.879979026201,0.0,,,413.0,,success,6,,,,59.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
582,,26.0,,,,,,6748.526445381503,0.0,,,403.0,,success,6,,,,60.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
583,,21.0,,,,,,1733.7624465426961,0.0,,,452.0,,success,1,,,,61.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
584,,5.0,,,,,,6750.0,0.0,,,420.0,,success,5,,,,62.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
585,,33.0,,,,,,4223.320394586681,667.0,,,0.0,,gamble,3,,,,63.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
586,,22.0,,,,,,6703.135693722553,0.0,,,358.0,,success,2,,,,64.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
587,,21.0,,,,,,6750.0,0.0,,,364.0,,success,1,,,,65.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
588,,35.0,,,,,,1764.2672999017593,839.0,,,0.0,,gamble,5,,,,66.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
589,,1.0,,,,,,4227.032566950299,673.0,,,0.0,,gamble,1,,,,67.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
590,,21.0,,,,,,4093.5470341302407,0.0,,,323.0,,success,1,,,,68.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
591,,34.0,,,,,,4151.630835395376,639.0,,,0.0,,gamble,4,,,,69.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
592,,32.0,,,,,,4229.412643281124,719.0,,,0.0,,gamble,2,,,,70.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
593,,5.0,,,,,,0.0,0.0,,,378.0,,success,5,,,,71.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
594,,34.0,,,,,,6664.607896736584,634.0,,,0.0,,gamble,4,,,,72.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
595,,24.0,,,,,,1660.0056286923154,0.0,,,298.0,,success,4,,,,73.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
596,,3.0,,,,,,1855.6591393705228,764.0,,,0.0,,gamble,3,,,,74.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
597,,33.0,,,,,,1640.5023888379926,833.0,,,0.0,,gamble,3,,,,75.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
598,,1.0,,,,,,6732.951101321516,748.0,,,0.0,,gamble,1,,,,76.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
599,,22.0,,,,,,1793.3553043662498,0.0,,,392.0,,success,2,,,,77.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
600,,25.0,,,,,,6740.260871065554,0.0,,,353.0,,success,5,,,,78.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
601,,1.0,,,,,,1662.7207995870376,767.0,,,0.0,,gamble,1,,,,79.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
602,,1.0,,,,,,1808.7616341209448,835.0,,,0.0,,gamble,1,,,,80.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
603,,3.0,,,,,,6750.0,711.0,,,0.0,,gamble,3,,,,81.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
604,,23.0,,,,,,1771.153129623486,0.0,,,351.0,,success,3,,,,82.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
605,,4.0,,,,,,0.0,0.0,,,339.0,,success,4,,,,83.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
606,,2.0,,,,,,0.0,0.0,,,394.0,,success,2,,,,84.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
607,,4.0,,,,,,0.0,0.0,,,376.0,,success,4,,,,85.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
608,,4.0,,,,,,4100.131479967566,0.0,,,431.0,,success,4,,,,86.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
609,,4.0,,,,,,4165.496441819168,0.0,,,358.0,,success,4,,,,87.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
610,,5.0,,,,,,0.0,0.0,,,494.0,,success,5,,,,88.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
611,,6.0,,,,,,4275.5344238606085,0.0,,,345.0,,success,6,,,,89.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
612,,25.0,,,,,,1644.8826630257506,0.0,,,354.0,,success,5,,,,90.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
613,,6.0,,,,,,0.0,0.0,,,434.0,,success,6,,,,91.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
614,,2.0,,,,,,6750.0,762.0,,,0.0,,gamble,2,,,,92.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
615,,31.0,,,,,1404421.0,1848.3804118161393,776.0,,,0.0,,gamble,1,,,,93.0,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
616,,,,,,,,,,,,,postquestionnaire,,,begin,,,,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
617,2.0,,,,,,,,,,,,postquestionnaire,,,submit,,,,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,
618,,,,,,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,,,,,,,,,,,,,,,
619,,,,,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,,,,,,,,,,,,,,,,
620,,,,,,,,,,,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,,,,,,,,,,
621,,,,A64JDJKE9DYCT:39N5ACM9HENCNJ7QE1JZ2TV9HC9P9C,,,,,,,,,,,,,,,,,
